path_id,time,x,y
0,0,0.0,0.0
0,1,0.5107712105005546,1.6721436674388412e-05
0,2,1.1441291664804727,-0.00018296311940013688
0,3,1.8965354068278117,-0.0006509229682324369
0,4,2.7592547783369152,-0.0014202925969564184
0,5,3.7174863061456422,-0.002533812254350787
0,6,4.75412647184848,-0.0038008486478315895
0,7,5.84637545239848,-0.005213211120977057
0,8,6.967177235024871,-0.006839847230752483
0,9,8.084306848756956,-0.00870785786595274
0,10,9.161139716421586,-0.010734114163274189
0,11,10.200270255677948,-0.01284565944511229
0,12,11.238808096089056,-0.014734746146637612
0,13,12.276332781546607,-0.016070118148096668
0,14,13.312973900320879,-0.016908054127692473
0,15,14.348286571258164,-0.017360101457780885
0,16,15.382392235625666,-0.017516931345927134
0,17,16.41466689820234,-0.017425624746322477
0,18,17.44516536997186,-0.017004934909896186
0,19,18.474094222543584,-0.01619564020736508
0,20,19.501265503390158,-0.015102216291422721
0,21,20.527500845807253,-0.013635765604663064
0,22,21.55283798237623,-0.011826724726844873
0,23,22.577098923927103,-0.009818298985255325
0,24,23.601242728006127,-0.007631874100827218
0,25,24.62408459599393,-0.005611849369071109
0,26,25.646106863389438,-0.004010636079049945
0,27,26.667533787137426,-0.00282148887337641
0,28,27.68875765940476,-0.00177626978027412
0,29,28.708805710187804,-0.0006924772861882644
0,30,29.727586947710403,0.0005393834490625693
0,31,30.74628611399059,0.0017901416809706916
0,32,31.763987716702513,0.0026996535538792443
0,33,32.78030799241277,0.003075653142115442
0,34,33.7949521465163,0.002978437034295567
0,35,34.80806669335155,0.002642456863886977
0,36,35.82042967563509,0.0023022327098001227
0,37,36.83213761277925,0.0020222912839855667
0,38,37.843047776722344,0.0017557768002127716
0,39,38.85385257459866,0.0015011464222958182
0,40,39.86437891990119,0.0011006413231129386
0,41,40.87345739923147,0.00041087462599520563
0,42,41.88069774202778,-0.0005667396195931929
0,43,42.88622932115788,-0.001884209645236723
0,44,43.89091635001562,-0.003410333173111013
0,45,44.8949448135576,-0.0049137625284316755
0,46,45.89787184445291,-0.006267314723896078
0,47,46.89913245684955,-0.007480476258603375
0,48,47.89935546268417,-0.008548916967900055
0,49,48.89876852505292,-0.009421909312159471
0,50,49.89645357902131,-0.010109124932935032
0,51,50.89258221079552,-0.010501498129503517
0,52,51.88725506892547,-0.010460999095450063
0,53,52.88086162233546,-0.009903611949816593
0,54,53.873385076766,-0.008860565075732296
0,55,54.86440341907353,-0.0074387332961691754
0,56,55.85406858680977,-0.005700477465264697
0,57,56.842088840332494,-0.0037458759192361413
0,58,57.82813482924678,-0.0016033963385879701
0,59,58.812896291780206,0.0008238058282294958
1,10,0.0,0.0
1,11,1.0391312768481622,-0.0017104720415345165
1,12,2.0776697690329056,-0.003198714283224824
1,13,3.115194892622368,-0.00413363291338209
1,14,4.151836257599046,-0.0045714565888497205
1,15,5.187149025896295,-0.004623904384396749
1,16,6.221254673768627,-0.004381600628165394
1,17,7.253529224213306,-0.00389186711419498
1,18,8.284027456851131,-0.0030734359440800496
1,19,9.312955920418299,-0.0018670057625298497
